Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Norway	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Israel	Photographic activities and other business activities n.e.c.	3	0	0
					Kuwait	Business services except machinery & equipment rental & leasing	2	0	0
					Algeria	Agriculture	1	0	0
					Netherlands	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	1	0	0
Venezuela	Productos de la molinerï¿½	89	2	1.4	Burkina Faso	Agriculture	71	0	0.8
					Singapore	Other agriculture	19	2	0.4
					Mali	Agriculture	11	0	0.2
					Syria	Agriculture	8	0	0.1
Netherlands	Real estate services	119	0	1.4	Kuwait	Business services except machinery & equipment rental & leasing	118	0	1.4
					Belgium	Forestry, logging and related service activities	1	0	0
Taiwan	Other Foods	92	0	1.4	Zimbabwe	Agriculture	89	0	1.4
					Hong Kong	fisheries	4	0	0
DR Congo	Petroleum, Chemical and Non-Metallic Mineral Products	97	0	1.4	Kenya	Quarrying and Mining	83	0	1
					Zambia	Mining and Quarrying	16	0	0.5
Sweden	Pulp, paper and paper products	53	6	1.4	Estonia	Forestry, logging and related service activities	48	6	0.9
					Latvia	Forestry, logging and related service activities	17	0	0.3
					Denmark	Forestry	19	0	0.3
Brazil	Other product growing	68	14	1.4	Bolivia	SERVICES TO BUSINESSES	59	13	1.2
					Bolivia	CRUDE OIL AND NATURAL GAS	13	1	0.2
					Argentina	Agricultural services	2	0	0
Angola	Petroleum, Chemical and Non-Metallic Mineral Products	27	1	1.4	Namibia	Mining and Quarrying	26	1	1.4
					Zambia	Mining and Quarrying	2	0	0
Serbia	Finacial Intermediation and Business Activities	58	15	1.4	Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	32	12	0.8
					South Sudan	Fishing	18	2	0.3
					Monaco	Fishing	12	1	0.2
					Liechtenstein	Fishing	5	0	0.1
					Portugal	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	4	0	0.1
					Seychelles	Fishing	4	0	0
					Vanuatu	Fishing	4	0	0
					Tanzania	Fishing	1	0	0
Indonesia	Education and research	123	0	1.4	Kuwait	Business services except machinery & equipment rental & leasing	111	0	1.2
					Singapore	Other business & technical services	15	0	0.2
Uganda	Retail Trade	98	4	1.4	Kenya	Quarrying and Mining	98	4	1.4
Chile	Fuel and other petroleum products	32	4	1.4	Argentina	Extraction of petroleum, gas, coal and uranium	32	4	1.4
Argentina	Building and construction services	63	8	1.4	Bolivia	FORESTRY, HUNTING AND FISHING	31	3	0.5
					Paraguay	BUSINESS SERVICES	30	4	0.5
					Paraguay	ELECTRICITY AND WATER	9	1	0.2
					Uruguay	Mining and quarrying	7	1	0.1
					Paraguay	MINING	4	0	0
Namibia	Public Administration	119	1	1.4	South Africa	Businessactivities	119	1	1.4
Brazil	Public education	79	10	1.3	Bolivia	SERVICES TO BUSINESSES	48	10	0.8
					Argentina	Agricultural services	38	1	0.5
					Paraguay	BUSINESS SERVICES	5	2	0.1
Brazil	Public health services	62	14	1.3	Bolivia	SERVICES TO BUSINESSES	56	13	1.1
					Bolivia	CRUDE OIL AND NATURAL GAS	8	1	0.1
					Paraguay	BUSINESS SERVICES	5	2	0.1
					Argentina	Agricultural services	2	0	0
USA	Nonupholstered wood household furniture manufacturing 	71	11	1.3	Bolivia	FORESTRY, HUNTING AND FISHING	56	10	1.1
					Chile	Forestry	8	0	0.1
					Canada	Agriculture, hunting, forestry and fishing	7	1	0.1
					Liberia	Agriculture	2	0	0
					Mexico	Forest planning	1	0	0
Japan	Medical service (non-profit foundations, etc.)	116	0	1.3	Kuwait	Business services except machinery & equipment rental & leasing	111	0	1.2
					North Korea	Fishing	4	0	0.1
					Ethiopia	Agriculture	1	0	0
USA	Sporting and athletic goods manufacturing	63	1	1.3	Liberia	Agriculture	63	1	1.3
					Chad	Agriculture	2	0	0
Slovakia	Coke, refined petroleum products and nuclear fuels	28	4	1.3	Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	26	4	1.2
					Russia	Mining and quarrying (energy)	6	1	0.1
Bosnia and Herzegovina	Food & Beverages	82	4	1.3	Croatia	Agriculture	78	4	1.2
					Croatia	Fishing	8	0	0.1
					Slovenia	Agriculture, hunting and related service activities	1	0	0
Japan	Confectionary	79	2	1.3	Tanzania	Agriculture	19	1	0.3
					Taiwan	Agricultural Services	27	0	0.3
					New Zealand	Services to agriculture, hunting and trapping	16	0	0.2
					Canada	Agriculture, hunting, forestry and fishing	13	1	0.2
					Papua New Guinea	Agriculture	13	0	0.2
					Madagascar	Agriculture	6	0	0.1
Hungary	Electrical energy, gas, steam and hot water	24	5	1.3	Austria	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	5	1.2
					Russia	Mining and quarrying (energy)	3	0	0
Thailand	Retail Trade	109	2	1.3	Myanmar	Mining and Quarrying	109	0	1.2
					Laos	Agriculture	0	2	0
Italy	Land transport, transport via pipeline services	69	2	1.3	Libya	Transport	56	2	1
					Cameroon	Mining and Quarrying	5	0	0.1
					Ethiopia	Transport	4	0	0
					British Virgin Islands	Transport	3	0	0
					Azerbaijan	Mining and Quarrying	3	0	0
					Libya	Mining and Quarrying	3	0	0
					Luxembourg	Transport	3	0	0
					Azerbaijan	Transport	1	0	0
South Korea	Business services	111	0	1.3	Kuwait	Business services except machinery & equipment rental & leasing	111	0	1.3
Thailand	Scientific Equipments	109	2	1.3	Myanmar	Mining and Quarrying	109	0	1.2
					Laos	Agriculture	0	2	0
Netherlands	Trade, maintenance and repair services of motor vehicles and motorcycles, retail sale of automotive fuel	111	0	1.2	Kuwait	Business services except machinery & equipment rental & leasing	111	0	1.2
Norway	Public administration and defence services, compulsory social security services	75	7	1.2	Liberia	Transport	58	7	1
					Denmark	Agricultural services, landscape gardeners etc.	12	0	0.1
					Suriname	Transport	3	0	0
					Liberia	Fishing	3	0	0
USA	Motor vehicle parts manufacturing	74	0	1.2	Liberia	Agriculture	63	0	1.1
					Guinea	Mining and Quarrying	6	0	0.1
					Haiti	Agriculture	3	0	0
					Canada	Other Business Activities	2	0	0
					Gabon	Mining and Quarrying	2	0	0
					Chad	Agriculture	1	0	0
Chile	Trucking passengers services 	32	4	1.2	Argentina	Extraction of petroleum, gas, coal and uranium	32	4	1.2
Norway	Wholesale trade and commission trade services, except of motor vehicles and motorcycles	65	7	1.2	Liberia	Transport	58	7	1.1
					Suriname	Transport	9	0	0.1
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
Taiwan	Public Administration Services	89	0	1.2	Zimbabwe	Agriculture	89	0	1.2
Thailand	Sugar	71	6	1.2	Laos	Agriculture	71	6	1.2
Poland	Retailtrade services, except of motor vehicles and motorcycles, repair services of personal and household goods	76	3	1.2	Russia	Air transport	69	2	0.9
					Slovakia	Air transport	19	2	0.2
					Belarus	Transport	4	0	0
Brazil	Roast and ground coffee	83	3	1.2	Argentina	Agricultural services	83	3	1.2
Thailand	Other Mining and Quarrying	109	0	1.2	Myanmar	Mining and Quarrying	109	0	1.2
Portugal	Public administration and defence services, compulsory social security services	29	10	1.2	Spain	Extraction of crude petroleum and natural gas, mining of uranium and thorium ores	29	10	1.2
USA	Curtain and linen mills	99	0	1.2	Mexico	Services related to agriculture and forestry	99	0	1.2
Brazil	Pork meat	82	3	1.2	Argentina	Agricultural services	82	3	1.2
India	Edible oils other than vanaspati	46	1	1.2	Afghanistan	Agriculture	40	1	0.9
					Nepal	Agriculture	15	0	0.2
					Myanmar	Agriculture	1	0	0
Thailand	Weaving	82	3	1.2	Mali	Agriculture	82	3	1.1
					Benin	Agriculture	1	0	0
Japan	Cosmetics, toilet preparations and dentifrices	111	0	1.2	Kuwait	Business services except machinery & equipment rental & leasing	111	0	1.2
Portugal	Chemicals, chemical products and man-made fibres	29	10	1.2	Spain	Extraction of crude petroleum and natural gas, mining of uranium and thorium ores	29	10	1.2
Estonia	Food products and beverages	33	2	1.2	Finland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	29	2	0.6
					Latvia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	29	1	0.5
					Latvia	Agriculture, hunting and related service activities	2	0	0
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
					Lithuania	Agriculture, hunting and related service activities	1	0	0
					Finland	Agriculture, hunting and related service activities	1	0	0
Norway	Air transport services	61	7	1.2	Liberia	Transport	58	7	1.1
					Suriname	Transport	5	0	0.1
Angola	Finacial Intermediation and Business Activities	66	5	1.1	Namibia	Fishing	47	4	0.7
					Namibia	Mining and Quarrying	18	1	0.3
					Namibia	Agriculture	11	0	0.1
Denmark	Construction of new buildings	69	0	1.1	Greenland	Accounting and business services	47	0	0.8
					Estonia	Forestry, logging and related service activities	16	0	0.2
					Greenland	Land and pipeline transport	13	0	0.1
					Sweden	Forestry, logging and related service activities	1	0	0
					Latvia	Forestry, logging and related service activities	1	0	0
Turkey	Retailtrade services, except of motor vehicles and motorcycles, repair services of personal and household goods	56	1	1.1	Georgia	Other land transport, sea and coastal water transport	25	0	0.3
					Turkmenistan	Agriculture	15	0	0.2
					Bulgaria	Transport	15	0	0.2
					Bulgaria	Agriculture	10	1	0.2
					Syria	Transport	8	0	0.1
					Libya	Transport	6	0	0.1
					Romania	Water transport	3	0	0.1
					Syria	Agriculture	1	0	0
Brazil	Furniture and other manufacturing	59	14	1.1	Bolivia	SERVICES TO BUSINESSES	56	13	1
					Bolivia	FORESTRY, HUNTING AND FISHING	7	0	0.1
					Paraguay	BUSINESS SERVICES	2	1	0
					Bolivia	CRUDE OIL AND NATURAL GAS	2	1	0
Denmark	Production etc. of meat and meat products	33	2	1.1	Greenland	Coastal fisheries	30	2	0.5
					Greenland	Offshore fisheries	29	2	0.5
					Iceland	Agriculture	4	0	0.1
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
					Greenland	Agriculture and hunting	1	0	0
Brazil	Beef and other live animals	82	3	1.1	Argentina	Agricultural services	82	3	1.1
					Bolivia	SERVICES TO BUSINESSES	1	0	0
Sweden	Supporting and auxiliary transport services, travel agency services	35	1	1.1	Estonia	Air transport	17	1	0.5
					Latvia	Air transport	18	1	0.3
					Estonia	Land transport, transport via pipelines	17	0	0.2
					Denmark	Air transport	4	0	0
					Denmark	Extr. of crude petroleum, natural gas etc.	3	0	0
					Estonia	Water transport	1	0	0
					Latvia	Water transport	1	0	0
Finland	Hotel and restaurant services	69	6	1.1	Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	69	6	1.1
					Estonia	Agriculture, hunting and related service activities	2	0	0
					Sweden	Agriculture, hunting and related service activities	1	0	0
USA	Wood windows and doors and millwork	57	10	1.1	Bolivia	FORESTRY, HUNTING AND FISHING	56	10	1.1
					Chile	Forestry	2	0	0
Romania	Products of agriculture, hunting and related services	59	4	1.1	Moldova	Agriculture	45	4	0.9
					Lebanon	Agriculture	8	0	0.1
					Ethiopia	Agriculture	6	0	0.1
					Hungary	Agriculture, hunting and related service activities	3	0	0
					Bulgaria	Agriculture	1	0	0
Japan	Daily farm products	73	1	1.1	Tanzania	Agriculture	60	1	0.8
					Papua New Guinea	Agriculture	15	0	0.2
					Madagascar	Agriculture	6	0	0.1
					New Zealand	Services to agriculture, hunting and trapping	3	0	0
UAE	Finacial Intermediation and Business Activities	68	0	1.1	Oman	Fishing	39	0	0.6
					Oman	Agriculture	15	0	0.2
					Singapore	Other business & technical services	15	0	0.2
					Lebanon	Agriculture	1	0	0
Russia	Chemicals excluding pharmaceuticals	45	11	1.1	Belarus	Mining and Quarrying	22	4	0.3
					Belarus	Transport	21	3	0.3
					Belarus	Construction	11	5	0.2
					Belarus	Fishing	9	0	0.1
					Belarus	Electricity, Gas and Water	3	0	0
					Belarus	Petroleum, Chemical and Non-Metallic Mineral Products	2	0	0
USA	Seasoning and dressing manufacturing 	66	0	1.1	Liberia	Agriculture	63	0	1
					Madagascar	Agriculture	5	0	0.1
					Chad	Agriculture	1	0	0
Uganda	Transport Equipment	83	0	1.1	Kenya	Quarrying and Mining	83	0	1.1
Argentina	Gasoline, gas oil, fuel oil and other fuels, other refined petroleum products and preparations nec	61	14	1.1	Bolivia	SERVICES TO BUSINESSES	56	13	1
					Bolivia	CRUDE OIL AND NATURAL GAS	8	1	0.1
DR Congo	Public Administration	59	3	1.1	Zambia	Transport	49	3	0.8
					Zambia	Mining and Quarrying	11	0	0.2
					Zambia	Agriculture	6	1	0.1
Czech Republic	Electrical energy, gas, steam and hot water	59	11	1.1	Russia	Mining and quarrying (energy)	43	10	0.8
					Kazakhstan	Forestry	16	1	0.2
					Russia	Other Business Activities	3	0	0
					Kazakhstan	Combustible Shales	3	0	0
Brazil	Wheat flour	82	3	1.1	Argentina	Agricultural services	82	3	1.1
Sweden	Hotel and restaurant services	51	2	1.1	Denmark	Fishing	49	2	0.8
					Norway	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	10	0	0.1
					Denmark	Agriculture	3	0	0
					Denmark	Agricultural services, landscape gardeners etc.	3	0	0
					Iceland	Agriculture	1	0	0
					Iceland	Fishing	1	0	0
					Germany	Fishing	1	0	0
Thailand	Basic Industrial Chemicals	71	6	1.1	Laos	Agriculture	71	6	1.1
Brazil	Other vegetable oils except corn oil	82	3	1	Argentina	Agricultural services	82	3	1
Brazil	Freight transport	59	14	1	Bolivia	SERVICES TO BUSINESSES	55	13	1
					Bolivia	CRUDE OIL AND NATURAL GAS	7	1	0.1
Morocco	Food & Beverages	72	1	1	Guinea	Agriculture	71	1	1
					Benin	Agriculture	2	0	0
					Tunisia	Agriculture	1	0	0
Sweden	Trade, maintenance and repair services of motor vehicles and motorcycles, retail sale of automotive fuel	55	3	1	Denmark	Extr. of crude petroleum, natural gas etc.	23	2	0.3
					Estonia	Forestry, logging and related service activities	17	0	0.3
					Estonia	Air transport	17	1	0.3
					Estonia	Land transport, transport via pipelines	4	0	0
					Latvia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Singapore	Other business & technical services	3	0	0
					Latvia	Forestry, logging and related service activities	2	0	0
					Denmark	Fishing	1	0	0
Ukraine	Construction	26	0	1	Turkmenistan	Mining and Quarrying	23	0	1
					Turkmenistan	Transport	4	0	0
Nigeria	Transport	51	1	1	Mauritania	Transport	51	1	1
Denmark	Ws. and commis. trade, exc. of m. vehicles	47	0	1	Greenland	Accounting and business services	38	0	0.6
					Greenland	Land and pipeline transport	13	0	0.4
					Sweden	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
UK	Manufacture of cocoa, chocolate and sugar confectionery	43	6	1	Mauritius	Sugar Cane 	10	4	0.3
					Swaziland	Fishing	22	1	0.3
					Swaziland	Agriculture	12	1	0.2
					Fiji	Agriculture	3	0	0.1
					Ireland	Agriculture, hunting and related service activities	3	0	0
					Malawi	Fishing	3	0	0
					Belize	Fishing	1	0	0
Rwanda	Petroleum, Chemical and Non-Metallic Mineral Products	83	0	1	Kenya	Quarrying and Mining	83	0	1
Slovakia	Chemicals, chemical products and man-made fibres	27	4	1	Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	26	4	1
					Russia	Mining and quarrying (energy)	4	0	0.1
South Africa	Petroleum products	29	0	1	Togo	Mining and Quarrying	21	0	0.8
					Zambia	Mining and Quarrying	11	0	0.2
					Israel	Extraction of crude petroleumand natural gas	4	0	0
					Mozambique	Mining and Quarrying	3	0	0
Thailand	Knitting	82	3	1	Mali	Agriculture	82	3	1
Angola	Construction	29	1	1	Namibia	Mining and Quarrying	26	1	1
					Namibia	Agriculture	1	0	0
					Zambia	Mining and Quarrying	1	0	0
					Namibia	Fishing	1	0	0
Denmark	General (overall) public service activities	57	2	1	Greenland	Accounting and business services	57	2	1
China	Paper and products	62	3	1	Gabon	Agriculture	52	0	0.8
					Laos	Agriculture	12	3	0.2
					Myanmar	Agriculture	1	0	0
Uganda	Transport	83	0	1	Kenya	Quarrying and Mining	83	0	1
Gaza Strip	Public Administration	70	2	1	Jordan	Transport	68	2	0.9
					Jordan	Mining and Quarrying	3	0	0
China	Arts and crafts products	65	4	1	Gabon	Agriculture	52	0	0.7
					Laos	Agriculture	7	3	0.1
					North Korea	Mining and Quarrying	3	1	0.1
					Mongolia	Agriculture	3	0	0
					Mongolia	Mining and Quarrying	2	0	0
					South Korea	Crude petroleum and natural gas	2	0	0
					Myanmar	Agriculture	1	0	0
Thailand	Flour and Other Grain Milling	71	6	1	Laos	Agriculture	71	6	1
Tanzania	Education, Health and Other Services	83	0	1	Kenya	Quarrying and Mining	83	0	1
Israel	Public administration 	26	5	1	Switzerland	Mining and quarrying 	25	4	0.5
					Belgium	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	20	2	0.4
