Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Czech Republic	Agriculture, hunting and related service activities	2	0	0
					Czech Republic	Electricity, gas, steam and hot water supply	1	0	0
Barbados	Mining and Quarrying	57	2	1.5	Barbados	Mining and Quarrying	57	2	1.5
Iran	Tea	124	1	1.5	Iran	Mining of iron ores	124	1	1.5
Bulgaria	Mining and Quarrying	28	5	1.5	Bulgaria	Mining and Quarrying	28	5	1.5
Iceland	Petroleum, Chemical and Non-Metallic Mineral Products	48	0	1.5	Iceland	Mining and Quarrying	18	0	0.8
					Iceland	Petroleum, Chemical and Non-Metallic Mineral Products	35	0	0.6
					Iceland	Transport	4	0	0.1
					Iceland	Electricity, Gas and Water	1	0	0
Uruguay	Potatoes	36	15	1.5	Uruguay	Cultivation of vegetables	36	15	1.5
El Salvador	Other Manufacturing	96	9	1.5	El Salvador	Other Manufacturing	86	6	1.2
					El Salvador	Fishing	14	3	0.2
Hungary	Forestry, logging and related service activities	89	9	1.5	Hungary	Forestry, logging and related service activities	89	9	1.5
Guinea	Wood and Paper	73	1	1.5	Guinea	Agriculture	71	1	1.4
					Guinea	Wood and Paper	4	0	0.1
France	Water transport services	63	8	1.5	France	Water transport	63	8	1.5
Australia	Poultry	64	8	1.5	Australia	Poultry	64	8	1.5
Denmark	Manufacture and distribution of gas	32	2	1.5	Denmark	Extr. of crude petroleum, natural gas etc.	32	2	1.5
Ukraine	Forging/Pressing M&E	84	7	1.5	Ukraine	Forging/Pressing M&E	84	7	1.5
Denmark	Transport via railways	35	3	1.5	Denmark	Transport via railways	35	3	1.5
					Denmark	Water transport	1	0	0
Norway	Trade, maintenance and repair services of motor vehicles and motorcycles, retail sale of automotive fuel	64	1	1.5	Norway	Sale, maintenance and repair of motor vehicles and motorcycles, retail sale services of automotive fuel	64	1	1.5
Ukraine	Pumps &Chem. Equip.	84	7	1.5	Ukraine	Pumps &Chem. Equip.	84	7	1.5
South Africa	Knitting mill products	120	1	1.5	South Africa	Businessactivities	120	1	1.5
Malta	Crude petroleum and natural gas, services incidental to oil and gas extraction excluding surveying	16	1	1.5	Malta	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	16	1	1.5
UK	Freight air transport	54	4	1.5	UK	Passenger air transport	54	4	1.5
Lithuania	Furniture, other manufactured goods n.e.c.	72	4	1.5	Lithuania	Manufacture of furniture, manufacturing n.e.c.	51	2	0.8
					Lithuania	Forestry, logging and related service activities	15	1	0.3
					Lithuania	Air transport	17	2	0.3
					Lithuania	Land transport, transport via pipelines	3	0	0
Saudi Arabia	Wood and Paper	80	0	1.4	Saudi Arabia	Agriculture	70	0	1.3
					Syria	Agriculture	8	0	0.1
					Yemen	Agriculture	2	0	0
Ghana	Mining and Quarrying	23	1	1.4	Ghana	Mining and Quarrying	23	1	1.4
Germany	Shipping	68	6	1.4	Germany	Shipping	43	6	1.1
					Kyrgyzstan	Auxiliary transport activities	22	0	0.2
					Ethiopia	Transport	8	0	0.1
Hong Kong	gas	10	0	1.4	Hong Kong	gas	10	0	1.1
					Hong Kong	oil	10	0	0.3
Argentina	Petroleum gases and other gaseous hydrocarbons, except natural gas	39	4	1.4	Argentina	Extraction of petroleum, gas, coal and uranium	32	4	1.1
					Argentina	Pipeline Transport	10	0	0.3
					Bolivia	SERVICES TO BUSINESSES	1	0	0
Ecuador	Insurance and pension funds	85	1	1.4	Ecuador	Other Business	85	1	1.4
USA	Motor vehicle parts manufacturing	87	1	1.4	Liberia	Agriculture	63	0	1.1
					USA	Support activities for agriculture and forestry	12	0	0.1
					Guinea	Mining and Quarrying	6	0	0.1
					USA	Motor vehicle parts manufacturing	3	1	0.1
					Haiti	Agriculture	3	0	0
					Canada	Other Business Activities	2	0	0
					Gabon	Mining and Quarrying	2	0	0
					Chad	Agriculture	1	0	0
South Sudan	Textiles and Wearing Apparel	98	0	1.4	South Sudan	Agriculture	84	0	1.2
					South Sudan	Textiles and Wearing Apparel	18	0	0.2
					South Sudan	Mining and Quarrying	2	0	0
					South Sudan	Transport	2	0	0
Ireland	Radio, television and communication equipment and apparatus	74	2	1.4	Ireland	Manufacture of radio, television and communication equipment and apparatus	59	2	1.2
					Singapore	Other business & technical services	15	0	0.2
					Ireland	Manufacture of office machinery and computers	1	0	0
Colombia	Electric power	91	1	1.4	Colombia	Electric power	91	1	1.4
Estonia	Water transport services	29	2	1.4	Estonia	Water transport	29	2	1.4
UK	Telecommunications 	90	4	1.4	UK	Telecommunications 	73	4	1.2
					Mauritius	Other business activities 	16	0	0.2
					Sweden	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
Poland	Wearing apparel, furs	84	8	1.4	Poland	Manufacture of wearing apparel, dressing and dyeing of fur	76	8	1.3
					Poland	Land transport, transport via pipelines	9	0	0.1
					Poland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
Laos	Mining and Quarrying	26	1	1.4	Laos	Mining and Quarrying	26	1	1.4
Georgia	Basic metals and fabricated metal products	45	4	1.4	Georgia	Mining and quarrying	27	4	1.1
					Georgia	Real estate, renting and business activities	23	0	0.3
					Georgia	Manufacture of basic metals and fabricated metal products	4	0	0
Hungary	Trade, maintenance and repair services of motor vehicles and motorcycles, retail sale of automotive fuel	82	9	1.4	Hungary	Sale, maintenance and repair of motor vehicles and motorcycles, retail sale services of automotive fuel	77	9	1.3
					Hungary	Land transport, transport via pipelines	11	0	0.1
Iran	Natural gas & gas distribution services	130	0	1.4	Iran	Agricultural & animal husbandry service activities	130	0	1.4
Morocco	Mining and Quarrying	35	1	1.4	Morocco	Mining and Quarrying	35	1	1.4
Andorra	Wood and Paper	46	4	1.4	Andorra	Agriculture	43	4	1.2
					Andorra	Transport	5	0	0.1
					Andorra	Wood and Paper	5	0	0.1
					Andorra	Mining and Quarrying	1	0	0
					Andorra	Electricity, Gas and Water	1	0	0
Georgia	Transportation services via pipelines	21	0	1.4	Georgia	Transport via pipelines	21	0	1.4
India	Electronic equipments(incl.TV)	111	12	1.4	India	Electronic equipments(incl.TV)	111	12	1.4
Philippines	Tobacco	56	26	1.4	Philippines	Non-food crops	52	26	1.3
					Papua New Guinea	Agriculture	4	0	0
					Malawi	Agriculture	2	0	0
Georgia	Other mining and quarrying products	27	4	1.4	Georgia	Mining and quarrying	27	4	1.4
Sweden	Electrical machinery and apparatus n.e.c.	68	3	1.4	Sweden	Manufacture of electrical machinery and apparatus n.e.c.	68	3	1.4
South Africa	Published and printed products	121	1	1.4	South Africa	Businessactivities	119	1	1.3
					South Africa	Agriculture	2	1	0
					South Africa	Publishing	1	0	0
Armenia	Mining and Quarrying	24	3	1.4	Armenia	Mining and Quarrying	24	3	1.4
Netherlands	Motor vehicles, trailers and semi-trailers	75	1	1.4	Netherlands	Manufacture of motor vehicles, trailers and semi-trailers	73	1	1.4
					Kuwait	Business services except machinery & equipment rental & leasing	2	0	0
Brazil	Office equipment	92	12	1.4	Brazil	Office equipment	51	5	0.7
					Bolivia	SERVICES TO BUSINESSES	24	6	0.4
					Brazil	Transport and postal services	18	2	0.2
					Sweden	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Brazil	Crude oil and natural gas	1	0	0
Ukraine	Other Products	82	5	1.4	Ukraine	Agriculture	69	4	1
					Ukraine	Transport	15	0	0.2
					Ukraine	Power	3	1	0.1
					Turkmenistan	Mining and Quarrying	3	0	0.1
					Ukraine	Gas & Gas Products	2	0	0
South Sudan	Mining and Quarrying	17	0	1.4	South Sudan	Mining and Quarrying	17	0	1.4
Georgia	Rubber and plastic products	64	4	1.4	Georgia	Real estate, renting and business activities	43	0	0.7
					Georgia	Mining and quarrying	22	4	0.5
					Georgia	Manufacture of coke, refined petroleum products and nuclear fuel, manufacture of chemicals, chemical products and man-made fibres, manufacture of rubber and plastic products, manufacture of other non-metallic mineral products	17	0	0.2
Sweden	Financial intermediation services, except insurance and pension funding services	68	3	1.4	Sweden	Financial intermediation, except insurance and pension funding	68	3	1.4
Burundi	Textiles and Wearing Apparel	69	1	1.4	Burundi	Agriculture	48	1	0.8
					Burundi	Textiles and Wearing Apparel	34	0	0.5
South Korea	Bakery and confectionery products, noodles	52	14	1.4	South Korea	Crops	36	12	1
					South Korea	Livestock breeding	19	2	0.3
					Ghana	Agriculture	6	1	0.1
					South Korea	Fishery products	1	0	0
Uruguay	Non-alcoholic beverages	80	1	1.4	Uruguay	Services rendered to companies	79	1	1.3
					Uruguay	Non-alcoholic beverage	7	0	0.1
Poland	Other business services	62	17	1.4	Poland	Construction	53	17	1.1
					Poland	Land transport, transport via pipelines	16	0	0.2
					Poland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Poland	Forestry, logging and related service activities	1	1	0
					Poland	Agriculture, hunting and related service activities	1	0	0
					Poland	Electricity, gas, steam and hot water supply	1	0	0
Australia	Railway passenger transport services	37	2	1.4	Australia	Railway passenger transport services	37	2	1.4
Chile	Footwear	66	2	1.4	Chile	Business service activities	66	2	1.4
Bulgaria	Other Manufacturing	57	7	1.4	Bulgaria	Fishing	38	7	0.9
					Bulgaria	Other Manufacturing	17	0	0.2
					Bulgaria	Transport	15	0	0.2
China	Paper and products	83	4	1.4	Gabon	Agriculture	52	0	0.8
					China	Paper and products	21	2	0.3
					Laos	Agriculture	12	3	0.2
					China	Logging and transport of timber and bamboo	2	3	0.1
					Myanmar	Agriculture	1	0	0
Finland	Electrical energy, gas, steam and hot water	16	1	1.4	Finland	Electricity, gas, steam and hot water supply	12	0	1.3
					Finland	Mining of coal and lignite, extraction of peat	3	1	0.1
					Finland	Forestry, logging and related service activities	1	0	0
Niger	Textiles and Wearing Apparel	75	2	1.4	Niger	Agriculture	68	1	1.1
					Niger	Textiles and Wearing Apparel	14	1	0.2
Zambia	Wood and Paper	101	2	1.4	Zambia	Agriculture	101	2	1.4
Ukraine	Bearings	84	7	1.4	Ukraine	Bearings	84	7	1.4
Denmark	Freight transport by road and via pipelines	55	3	1.3	Denmark	Freight transport by road and via pipelines	55	3	1.3
					Denmark	Water transport	1	0	0
Aruba	Electrical and Machinery	104	5	1.3	Aruba	Electrical and Machinery	104	5	1.3
Venezuela	Jabones, detergentes y otros	111	5	1.3	Venezuela	Other Business Activities	86	3	0.9
					Venezuela	Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations	22	2	0.3
					Venezuela	Agricultural activities and livestock services	5	0	0.1
					Venezuela	Forestry, logging and Related Service Activities	2	1	0
Slovenia	Post and telecommunication services	81	8	1.3	Slovenia	Post and telecommunications	81	8	1.3
					Slovenia	Construction	6	0	0.1
Poland	Coke, refined petroleum products and nuclear fuels	77	7	1.3	Poland	Land transport, transport via pipelines	62	6	0.9
					Poland	Manufacture of coke, refined petroleum products and nuclear fuels	17	1	0.2
					Poland	Mining of coal and lignite, extraction of peat	11	1	0.2
					Norway	Mining of metal ores	2	1	0
Sudan	Other Manufacturing	78	5	1.3	Sudan	Fishing	42	5	0.7
					Sudan	Other Manufacturing	24	0	0.3
					Sudan	Agriculture	13	1	0.2
					Sudan	Transport	10	0	0.1
					Sudan	Mining and Quarrying	4	0	0.1
Uruguay	Pharmaceuticals	80	1	1.3	Uruguay	Services rendered to companies	80	1	1.3
Brunei	Electricity, Gas and Water	114	7	1.3	Brunei	Electricity, Gas and Water	114	7	1.3
New Zealand	Medical, dental and other health services	60	0	1.3	New Zealand	Medical, dental and other health service	57	0	1.1
					New Zealand	Services to agriculture, hunting and trapping	16	0	0.2
Russia	Hotels & restaurants	105	0	1.3	Russia	Other Business Activities	105	0	1.3
Mexico	Other manufacturing industries	120	1	1.3	Mexico	Services related to agriculture and forestry	97	0	1
					Mexico	Forest planning	20	0	0.2
					Mexico	Other manufacturing industries	3	1	0.1
Sierra Leone	Mining and Quarrying	19	1	1.3	Sierra Leone	Mining and Quarrying	19	1	1.3
USA	Sporting and athletic goods manufacturing	63	1	1.3	Liberia	Agriculture	63	1	1.3
					Chad	Agriculture	2	0	0
Malta	Printed matter and recorded media	64	2	1.3	Malta	Publishing, printing and reproduction of recorded media	53	2	1.1
					Malta	Forestry, logging and related service activities	14	0	0.2
Lithuania	Wholesale trade and commission trade services, except of motor vehicles and motorcycles	64	2	1.3	Lithuania	Wholesale trade and commission trade, except of motor vehicles and motorcycles	51	2	1
					Lithuania	Land transport, transport via pipelines	19	0	0.2
					Lithuania	Agriculture, hunting and related service activities	4	0	0.1
					Lithuania	Electricity, gas, steam and hot water supply	1	0	0
Gambia	Mining and Quarrying	21	1	1.3	Gambia	Mining and Quarrying	21	1	1.3
Kyrgyzstan	Knitted items production (cotton + wool + synthetics)	73	7	1.3	Kyrgyzstan	Fishery and fish breeding	68	7	1.2
					Kyrgyzstan	Hunting and Forestry	12	0	0.1
Taiwan	Railroad Vehicle Transportation	18	8	1.3	Taiwan	Railroad Vehicle Transportation	18	8	1.3
Spain	Alcoholic beverages	76	8	1.3	Spain	Agriculture, livestock and hunting	47	6	0.8
					Bahamas	Fishing	15	2	0.2
					Spain	Other land transport, transport via pipelines	10	0	0.1
					Bahamas	Agriculture	6	0	0.1
					Spain	Manufacture of beverages	2	0	0
					Mauritania	Agriculture	1	0	0
					Andorra	Agriculture	1	0	0
Australia	Legal services	99	15	1.3	Australia	Air and space transport	99	15	1.3
					Australia	Legal services	2	0	0
Uruguay	Other minerals other than crude oil	14	2	1.3	Uruguay	Mining and quarrying	14	2	1.3
Macao SAR	Finacial Intermediation and Business Activities	29	2	1.3	Macao SAR	Education, Health and Other Services	24	2	0.8
					Macao SAR	Transport	9	0	0.2
					Macao SAR	Agriculture	7	1	0.2
					Macao SAR	Fishing	5	0	0.1
					Macao SAR	Construction	1	1	0
					Macao SAR	Mining and Quarrying	1	0	0
China	Railway freight transport	87	22	1.3	China	Railway freight transport	87	22	1.3
Thailand	Scientific Equipments	109	3	1.3	Myanmar	Mining and Quarrying	109	0	1.2
					Laos	Agriculture	0	2	0
					Thailand	Petroleum and Natural Gas	1	0	0
					Thailand	Electricity	0	1	0
France	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	65	28	1.3	France	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	65	28	1.3
Serbia	Other Manufacturing	58	10	1.3	Serbia	Fishing	37	10	0.7
					Serbia	Other Manufacturing	18	0	0.2
					Serbia	Transport	15	0	0.2
					Serbia	Agriculture	6	1	0.1
					Serbia	Mining and Quarrying	4	0	0
Latvia	Furniture, other manufactured goods n.e.c.	65	6	1.3	Latvia	Forestry, logging and related service activities	60	6	1.1
					Latvia	Manufacture of furniture, manufacturing n.e.c.	13	0	0.2
Denmark	Steam and hot water supply	68	3	1.3	Denmark	Extr. of crude petroleum, natural gas etc.	29	2	0.5
					Denmark	Forestry	20	0	0.4
					Denmark	Agricultural services, landscape gardeners etc.	27	1	0.4
					Denmark	Agriculture	3	0	0
					Denmark	Steam and hot water supply	2	0	0
New Zealand	Other real estate services	65	0	1.3	New Zealand	Real estate agents	57	0	0.7
					New Zealand	Services to agriculture, hunting and trapping	30	0	0.6
Argentina	Mining-related services and services related to the supply of electricity, gas and water	32	4	1.3	Argentina	Extraction of petroleum, gas, coal and uranium	32	4	1.3
Denmark	Medical, dental, veterinary activities etc.	75	3	1.3	Denmark	Medical, dental, veterinary activities etc.	75	3	1.3
Kazakhstan	Other Textile Prod.	80	3	1.3	Kazakhstan	Agriculture	80	3	1.3
Ecuador	Manufacture of oil refining	56	2	1.3	Ecuador	Crude oil, natural gas and related service activities	47	2	0.8
					Ecuador	Other Business	34	0	0.4
Hong Kong	leather etc	58	5	1.3	Hong Kong	leather etc	56	5	1.2
					Hong Kong	trade and transport	7	0	0.1
Liechtenstein	Mining and Quarrying	18	4	1.2	Liechtenstein	Mining and Quarrying	18	4	1.2
Ukraine	Defense & Other	82	4	1.2	Ukraine	Agriculture	69	4	1
					Ukraine	Transport	15	0	0.2
					Turkmenistan	Mining and Quarrying	3	0	0
					Ukraine	Gas & Gas Products	1	0	0
Belgium	Water transport services	37	2	1.2	Belgium	Water transport	37	2	1.2
Algeria	Wood and Paper	49	1	1.2	Algeria	Agriculture	48	1	1.2
					Algeria	Wood and Paper	2	0	0
Serbia	Textiles and Wearing Apparel	63	4	1.2	Serbia	Agriculture	50	4	0.8
					Serbia	Textiles and Wearing Apparel	18	0	0.3
					Serbia	Transport	8	0	0.1
					Serbia	Mining and Quarrying	4	0	0
					Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
